species_id,Country,SiteName,Lat,Long,Years,Habitat,EnglishName,LatinName,JetzLatinName,JetzTipLabel,JetzFamily,JetzOrder,NestShape,SampleSize,SuccessfulNests,PercentageSuccessfulNests,DSR,FailedNests,DepredatedNests,PercentageDepredated,NestSuccessNotes,IncubationPeriod.days.,NestlingPeriod.days.,ClutchSize,ReferenceForClutchSize,ReferenceForIncubationPeriod,ReferenceForNestlingPeriod,GeneralNotes,Citation,demelevation,Hemisphere,temptrop2,temptrop
243,United States,Barry State Game Area,42.604271,-85.430489,2004-2005,closed,Cerulean Warbler,Setophaga cerulea,Dendroica cerulea,Dendroica_cerulea,Parulidae,12714,open,23,NA,0.48,NA,NA,NA,NA,NA,11.5,10.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Rogers CM. 2006. Nesting success and breeding biology of cerulean warblers in Michigan. The Wilson Journal of Ornithology 118: 145-151,295.6371765,N,ntemp,temperate
243,United States,North Cumberland Wildlife Management Area,36.38649,-84.19906,2008-2010,closed,Cerulean Warbler,Setophaga cerulea,Dendroica cerulea,Dendroica_cerulea,Parulidae,12714,open,208,131,0.6298,NA,NA,NA,NA,NA,11.5,10.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Boves TJ & DA Buehler. 2012. Breeding Biology , Behavior , and Ecology of Setophaga cerulea in the Cumberland Mountains. Southeastern Naturalist 11: 319-330.",655.578125,N,ntemp,temperate
244,United States,"South Bass Island, Lake Erie",41.644321,-82.822961,1940-1942,closed,American Redstart,Setophaga ruticilla,Setophaga ruticilla,Setophaga_ruticilla,Parulidae,12720,open,18,11,0.61,NA,NA,NA,NA,NA,11.5,8.5,2.9,Paper,HBW Alive,HBW Alive,NA,Sturm L. 1945. A study of the nesting activities of the American Redstart. The Auk : 189-206.,166.3304596,N,ntemp,temperate
245,United States,George Washington National Forest,38.49855,-79.17385,1995-1998,closed,Worm-eating Warbler,Helmitheros vermivorus,Helmitheros vermivorum,Helmitheros_vermivorum,Parulidae,12722,open,201,74,0.369,NA,NA,NA,NA,NA,12,8.6,4.5,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",1014.156799,N,ntemp,temperate
245,United States,Monongahela Naitonal Forest,38.62712,-79.83121,1995-1998,closed,Worm-eating Warbler,Helmitheros vermivorus,Helmitheros vermivorum,Helmitheros_vermivorum,Parulidae,12722,open,64,32,0.495,NA,NA,NA,NA,NA,12,8.6,4.5,Paper,Paper,Paper,Study down in NF in two different states. I reported estimates separately for Virginia and West Virginia.,"Dececco, JA, MR Marshall, AB Williams, GA Gale & RJ Cooper. 2000. Comparative seasonal fecundity of four Neotropical migrants in middle Appalachia. The Condor 102: 653-663.",1120.799683,N,ntemp,temperate
245,United States,"Ozark Hills, South-central Missouri",37.2,-91.01667,1991-1999,closed,Worm-eating Warbler,Helmitheros vermivorus,Helmitheros vermivorum,Helmitheros_vermivorum,Parulidae,12722,open,181,116,0.6409,0.95316,NA,NA,NA,"Study examined effects of forest management on breeding biology of birds in even aged stands, uneven aged stand, and control before (1991-1995) and after (1997-1999) forest treatements. No significant differences between plots / treatment. Sample size, successful nests, and DSR were averaged over all plots.",13,10,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Gram WK, PA Porneluzi, RL Clawson, J Faaborg & SC Richter. 2003. Effects of experimental forest management on density and nesting success of bird species in Missouri Ozark forests. Conservation Biology 17: 1324-1337.",278.9841003,N,ntemp,temperate
246,United States,Ann Arbor,42.220418,-83.82857,"1933, 1934, 1935",closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,open,42,23.6+18.0,0.58,NA,NA,NA,NA,%SuccNests calculated from 1-(predation+cowbirds) = 1-(0.236+0.18) = 0.58,12.42,8,4.7,Paper,Paper,Paper,NA,Hann HW. 1937. Life history of the Ovenbird in Southern Michigan. The Wilson Bulletin 49: 145-237.,285.0707397,N,ntemp,temperate
246,United States,Missouri,38.50911,-92.200115,1992-1995,closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,48,NA,0.26,0.947,NA,NA,NA,reported as daily mortality rate. Percent nest success also given,12.75,9.5,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Porneluzi PA & J Faaborg 1999. Season-long fecundity, survival, and viability of ovenbirds in fragmented and unfragmented landscapes. Conservation Biology 13: 1151-1161.",228.1052094,N,ntemp,temperate
246,United States,White Mountain National Forest,44.1486193,-71.4530066,"1992, 1993",closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,98,46.06,0.47,NA,NA,NA,0.89,Succ Nests calculated by %SuccNests x sample size,12.75,9.5,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"King DI, Griffin CR & Degraaf RM. 1996. Effects of clearcutting on habitat use and reproductive success of the ovenbird inforested landscapes. Conservation Biology 10: 1380-1386.",750.0650024,N,ntemp,temperate
246,Canada,Algonquin Provincial Park,45.54348,-78.466581,"2007, 2008",closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,121,32,0.2644,0.9375,NA,NA,0.89,NA,12,8,4.5,HBW Alive (median),Paper,Paper,NA,"LeBlanc JP, Burke DM & Nol E. 2011. Ovenbird (Seiurus aurocapilla) demography and nest-site selection in response to single-tree selection silviculture in a northern hardwood managed forest landscape. EcoScience 18: 26-36.",466.0601196,N,ntemp,temperate
246,United States,Aitkin County,46.5908361,-102.3980598,"2000, 2001",closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,157,88.23,0.562,NA,NA,NA,0.93,%SuccNests is 100 - %UnsuccNests,12.75,7.5,4.5,HBW Alive (median),HBW Alive,Paper,NA,Mattson BJ & Niemi GJ. 2006. Factors influencing predation on Ovenbird (Seiurus aurocapilla) nests in northern hardwoods: interactions across spatial scales. The Auk 123: 82-96.,770.6893311,N,ntemp,temperate
246,Canada,"Riley Brook, New Brusnwick",47.18333,-67.21667,1997-1998,closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,48,24,0.5,0.9531,NA,NA,NA,Daily nest mortality reported for 6 different plots / landscapes. No significant differences between nest success in plots so I pooled data and reported as survival.,12.75,9.5,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Bourque J & M Villard. 2001. Effects of Selection Cutting and Landscape-Scale Harvesting on the Reproductive Success of Two Neotropical Migrant Bird Species. Conservation Biology 15: 184-195.,224.5674591,N,ntemp,temperate
246,Canada,Algonquin Provinvial Park,45.39908,-78.30403,1994-1997,closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,165,NA,NA,0.9556,NA,NA,NA,Daily nest mortality reported for different size cutblcoks. Size of study area spanned roughly 100km. No significant differences between nest success in different plots so I pooled data and reported mean DSR.,12.75,9.5,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Burke DM & E Nol. 2000. Landscape and Fragment Size Effects on Reproductive Success of Forest-Breeding Birds in Ontario. Ecological Applications 10: 1749-1761.,489.2186279,N,ntemp,temperate
246,United States,"Ozark Hills, South-central Missouri",37.2,-91.01667,1991-1999,closed,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus_aurocapilla,Parulidae,12724,enclosed,132,60,0.4545,0.94383,NA,NA,NA,"Study examined effects of forest management on breeding biology of birds in even aged stands, uneven aged stand, and control before (1991-1995) and after (1997-1999) forest treatements. No significant differences between plots / treatment. Sample size, successful nests, and DSR were averaged over all plots.",12.75,9.5,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Gram WK, PA Porneluzi, RL Clawson, J Faaborg & SC Richter. 2003. Effects of experimental forest management on density and nesting success of bird species in Missouri Ozark forests. Conservation Biology 17: 1324-1337.",278.9841003,N,ntemp,temperate
247,United States,Trail of Tears State Forest,37.496496,-89.365116,1990-1991,closed,Kentucky Warbler,Geothlypis formosa,Oporornis formosus,Oporornis_formosus,Parulidae,12728,open,164,NA,NA,0.971,NA,NA,NA,daily mortality presented across a few different forest types. Used mean value for each species,12,9,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Robinson SK & WD Robinson. 2001. Avian nesting success in a selectively harvestednorth temperate deciduous forest. Conservation Biology 15: 763-1771,155.670105,N,ntemp,temperate
247,United States,"Ozark Hills, South-central Missouri",37.2,-91.01667,1991-1999,closed,Kentucky Warbler,Geothlypis formosa,Oporornis formosus,Oporornis_formosus,Parulidae,12728,enclosed,35,23,0.6571,0.95125,NA,NA,NA,"Study examined effects of forest management on breeding biology of birds in even aged stands, uneven aged stand, and control before (1991-1995) and after (1997-1999) forest treatements. No significant differences between plots / treatment. Sample size, successful nests, and DSR were averaged over all plots.",12,9,4.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Gram WK, PA Porneluzi, RL Clawson, J Faaborg & SC Richter. 2003. Effects of experimental forest management on density and nesting success of bird species in Missouri Ozark forests. Conservation Biology 17: 1324-1337.",278.9841003,N,ntemp,temperate
248,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,semi-open,Masked Yellowthroat,Geothlypis aequinoctalis,Geothlypis aequinoctialis,Geothlypis_aequinoctialis,Parulidae,12742,open,56,NA,NA,0.974,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),13.3,9.7,3.1,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",955.847168,S,stemp,temperate
249,Belize,Tropical Education Centre,17.3576344,-88.5447139,"1999, 2000, 2001",semi-open,Grey-crowned Yellowthroat,Geothlypis poliocephala,Geothlypis poliocephala,Geothlypis_poliocephala,Parulidae,12746,open,27,19,0.704,0.985,NA,NA,0.625,NA,12.83,11,2.7,Paper,Paper,Paper,NA,"Martinez WE, Piaskowski VD & Teul M. 2004. Reproductive biology of the Gray_crowned yellowthroat (Geothlypis poliocephala Palpebralis) in central Belize. Ornitologia Neotropical 15: 155-162.",42.6579628,N,trop,tropical
250,United States,"Millers Station, Rockdale Township",41.8106122,-79.9944983,"1992, 1993",closed,Hooded Warbler,Setophaga citrina,Wilsonia citrina,Wilsonia_citrina,Parulidae,12751,open,97,48,0.49,NA,NA,NA,NA,NA,12,8.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Howlett JS & Stutchbury BJ. 1996. Nest concealment and predation in Hooded warblers: Experimental removal of nest cover. The Auk 113: 1-9.,380.3380127,N,ntemp,temperate
251,United States,"Canaan, New Hampshire",43.69,-72.0371,2005-2008,closed,Canada Warbler,Cardellina canadensis,Wilsonia canadensis,Wilsonia_canadensis,Parulidae,12753,open,62,48,0.7742,NA,NA,NA,NA,NA,12,9,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Goodnow ML & LR Reitsma. 2011. Nest-site selection in the Canada Warbler (Wilsonia canadensis) in central New Hampshire. Canadian Journal of Zoology 89: 1172-1177.,365.628479,N,ntemp,temperate
252,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,closed,Red-faced Warbler,Cardellina rubrifrons,Cardellina rubrifrons,Cardellina_rubrifrons,Parulidae,12754,open,100,NA,NA,0.9607,NA,NA,NA,Daily predation rate is estimated for nestling stage,13,11.021,4.1,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2201.812012,N,ntemp,temperate
253,Venezuela,Yacambu National Park,9.692009,-69.606009,2002-2008,closed,Slate-throated Whitestart,Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,12758,enclosed,108,NA,0.15,0.935,NA,NA,NA,daily predation rate = 0.053,15.3,11,2.1,Paper,Paper,Paper,NA,"Ruggera RA, & TE Martin. 2010. Breeding biology and natural history of the Slate-throated Whitestart in Venezuela. The Wilson Journal of Ornithology 122: 447-454.",1808.857056,N,trop,tropical
253,Costa Rica,Estacion Biologica Monteverde,10.3190744,-84.8106993,"2000, 2001, 2002, 2003, 2004",closed,Slate-throated Whitestart,Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,12758,enclosed,128,74,0.578,0.968,NA,NA,NA,NA,14.2,11.3,2.9,Paper,Paper,Paper,NA,"Mumme RL. 2010. Breeding biology and nesting success of the Slate-throated Whitestart (Myioborus miniatus) in Monteverde, Costa Rica. The Wilson Journal of Ornithology 122: 29-38. ",1444.85083,N,trop,tropical
254,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Brown-capped Whitestart,Myioborus brunniceps,Myioborus brunniceps,Myioborus_brunniceps,Parulidae,12761,enclosed,39,NA,NA,0.977,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),16.6,12.6,2.6,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",967.2409058,S,stemp,temperate
255,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Two-banded Warbler,Myiothlypis bivittata,Basileuterus bivittatus,Basileuterus_bivittatus,Parulidae,12772,enclosed,113,NA,NA,0.98,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),14.8,10.9,2.9,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",967.2409058,S,stemp,temperate
256,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Pale-legged Warbler,Myiothlypis signata,Basileuterus signatus,Basileuterus_signatus,Parulidae,12775,enclosed,38,NA,NA,0.969,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),16.6,12.5,2.6,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",955.847168,S,stemp,temperate
257,Venezuela,Yacambu_ National Park,9.692964,-69.592088,2002-2006,closed,Three-striped Warbler,Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,12792,enclosed,108,NA,NA,0.948,NA,NA,NA,NA,15.8,10.5,2,Paper,Paper,Paper,NA,Cox WA & TE Martin. 2009. Breeding biology of the Three-Striped Warbler in Venezuela: a contrast between tropical and temperate Parulids. Wilson Journal of Ornithology 121: 667-678.,1580.592773,N,trop,tropical
258,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Buff-rumped Warbler,Phaeothlypis fulvicauda,Phaeothlypis fulvicauda,Phaeothlypis_fulvicauda,Parulidae,12796,enclosed,29,9,0.310344828,NA,NA,NA,NA,NA,16.5,13.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
259,United States,"Bloomington, Monroe County, Indiana",39.058128,-86.423993,1966-1970,semi-open,Yellow-breasted Chat,Icteria virens,Icteria virens,Icteria_virens,Parulidae,12799,open,49,11,0.22,NA,NA,NA,NA,DSR not reported,11,8.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Thompson CF & V Nolan. 1973. Population Biology of the Yellow_Breasted Chat (Icteria virens) in Southern Indiana. Ecological Monographs 43: 145-171.,200.4612732,N,ntemp,temperate
259,United States,Cache River State Natural Area,37.347615,-88.933351,2013,semi-open,Yellow-breasted Chat,Icteria virens,Icteria virens,Icteria_virens,Parulidae,12799,open,29,NA,NA,0.956,NA,NA,NA,NA,11,8.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Weatherhead PJ, GL Carfagno, JH Sperry, JD Brawn & SK Robinson. 2010. Linking snake behavior to nest predation in a Midwestern bird community. Ecological Applications 20: 234-241.",133.587265,N,ntemp,temperate
259,United States,"Bloomington, IN",39.1712077,-86.5668654,1961,semi-open,Yellow-breasted Chat,Icteria virens,Icteria virens,Icteria_virens,Parulidae,12799,open,19,2,0.105,NA,NA,NA,NA,NA,11,8.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Nolan V. 1963. Reproductive success of birds in a deciduous scrub habitat. Ecology 44: 305-313.,258.3057251,N,ntemp,temperate
259,United States,Thomas Baskett Wildlife Research and Education Center,38.75,-92.2,1992-1994,semi-open,Yellow-breasted Chat,Icteria virens,Icteria virens,Icteria_virens,Parulidae,12799,open,48,NA,NA,0.95,NA,NA,NA,NA,11,8.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Burhans DE., D Dearborn, FRI Thompson & J Faaborg. 2002. Factors Affecting Predation at Songbird Nests in Old Fields. Journal of Wildlife Management 66: 240-249.",233.6422272,N,ntemp,temperate
260,Peru,San Pedro,-13.05539,-71.546806,2007-2013,closed,Yellow-throated Chlorospingus,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,12843,enclosed,22,6,0.27,NA,16,14,0.875,"14 predated (5 with eggs, 9 with nestlings), 2 abandoned",17.5,14,2,Paper,Paper,Paper,NA,"Sanchez-Martinez MA & GA Londono. 2016. Nesting behavior of three species of chlorospingus (C. flavigularis, c. flavopectus, and c. parvirostris) in Southeastern Peru. The Wilson Journal of Ornithology 128: 784-793.",1598.674316,S,trop,tropical
261,Peru,Pantiacolla and upslope,-12.648678,-71.246298,2008-2011,closed,Carmiol's Tanager,Chlorothraupis carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,12879,open,30,3,0.1,NA,NA,NA,NA,NA,16,11,2,Paper,Paper,Paper,NA,Valdez-Juarez SO & GA Londono. 2016. Nesting biology of Carmiol's tanager (Chlorothraupis carmioli frenata) in Southeastern Peru. The Wilson Journal of Ornithology 128: 794-803.,437.2171021,S,trop,tropical
262,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Gray-headed Tanager,Eucometis penicillata,Eucometis penicillata,Eucometis_penicillata,Thraupidae,12884,open,24,9,0.375,NA,NA,NA,NA,NA,15,11.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
263,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,semi-open,White-lined Tanager,Tachyphonus rufus,Tachyphonus rufus,Tachyphonus_rufus,Thraupidae,12899,open,35,NA,NA,0.962109339,NA,NA,NA,Daily predation rate is estimated for nestling stage,14.5,11.04545427,2.3,Paper,HBW Alive,Paper,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1681.384277,N,trop,tropical
263,Brazil,Belem,-1.21324,-48.234302,1972-1973,semi-open,White-lined Tanager,Tachyphonus rufus,Tachyphonus rufus,Tachyphonus_rufus,Thraupidae,12899,open,12,5,0.416666667,0.933962264,7,5,0.714285714,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 5 of failed nests thought to be due to predation.,14.5,11.04545427,2.5,HBW Alive (median),HBW Alive,Paper,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,23.54823303,S,trop,tropical
264,Belize,"""Gallon Jug""",17.556037,-89.039011,1957,closed,Red-crowned/Red-throated Ant-Tanagers,Habia rubica/gutturalis,Habia rubica,Habia_rubica,Cardinalidae,12902,open,53,8,0.150943396,NA,45,43,0.955555556,16 young fledged from 147 eggs; 43 out of 45 nests failed due to predation,13.5,10,2.9,Paper,HBW Alive,HBW Alive,nest predation statistics given for the two species combined,Willis E. 1961. A study of nesting ant-tanagers in British Honduras. The Condor 63: 479-503.,149.2566223,N,trop,tropical
265,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,closed,Western Tanager,Piranga ludoviciana,Piranga ludoviciana,Piranga_ludoviciana,Cardinalidae,12916,open,100,NA,NA,0.9742,NA,NA,NA,Daily predation rate is estimated for nestling stage,13,10.2238806,3.8,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2203.458984,N,ntemp,temperate
265,United States,"National Rifle Association Whittington Center, New Mexico",36.774505,-104.48587,1992-1995,closed,Western Tanager,Piranga ludoviciana,Piranga ludoviciana,Piranga_ludoviciana,Cardinalidae,12916,open,48,24,0.5,0.964,NA,NA,0.5,"Data from Table 3, average of grazed and ungrazed (which did not differ): 61% of nests failed; predation was result for 30.5% of overall nests (other failures due to parasitism, weather, or ""other""). So percentage of failures that were due to predation is 30.5/61 =0.5",13,10.2238806,4,HBW Alive (median),HBW Alive,Other papers in dataset on same species,75% of nests parisitized by cowbirds.,Goguen CB & NE Mathews. 1998. Songbird community composition and nesting success in grazed and ungrazed pinyon- juniper woodlands. Journal of Wildlife Management 62: 474-484.,1936.956177,N,ntemp,temperate
266,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,semi-open,Silver-beaked Tanager,Ramphocelus carbo,Ramphocelus carbo,Ramphocelus_carbo,Thraupidae,12925,open,35,NA,NA,0.934210526,NA,NA,NA,Daily predation rate is estimated for nestling stage,12,11.5,1.9,Paper,HBW Alive,Paper,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1681.384277,N,trop,tropical
266,Brazil,Manaus (Reserva Ducke),-2.566695,-59.985356,1973-1974,semi-open,Silver-beaked Tanager,Ramphocelus carbo,Ramphocelus carbo,Ramphocelus_carbo,Thraupidae,12925,open,14,5,0.357142857,0.96069869,9,7,0.777777778,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 7 of failed nests thought to be due to predation.,12,11.5,2,HBW Alive (median),HBW Alive,Other papers in dataset on same species,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,121.0117798,S,trop,tropical
266,Brazil,Belem,-1.21324,-48.234302,1972-1973,semi-open,Silver-beaked Tanager,Ramphocelus carbo,Ramphocelus carbo,Ramphocelus_carbo,Thraupidae,12925,open,35,12,0.342857143,0.941176471,23,18,0.782608696,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 18 of failed nests thought to be due to predation.,12,11.5,2,HBW Alive (median),HBW Alive,Other papers in dataset on same species,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,23.54823303,S,trop,tropical
266,Brazil,Pirizal,-16.253333,-56.37,2001-2002,semi-open,Silver-beaked Tanager,Ramphocelus carbo,Ramphocelus carbo,Ramphocelus_carbo,Thraupidae,12925,open,36,2,0.06,NA,34,25,0.735294118,"25 predated, 9 abandoned",12,11.5,2,HBW Alive (median),HBW Alive,Other papers in dataset on same species,NA,Pinho JB & MC Marini. 2014. Birds' nesting parameters in four forest types in the Pantanal wetland. Brazilian Journal of Biology 74: 890-898.,131.6234283,S,trop,tropical
267,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,semi-open,Passerini's Tanager,Ramphoscelus passerinii,Ramphocelus passerinii,Ramphocelus_passerinii,Thraupidae,12927,open,163,63,0.386503067,NA,NA,NA,NA,NA,12,11.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
268,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,semi-open,Blue-gray Tanager,Thraupis episcopus,Thraupis episcopus,Thraupis_episcopus,Thraupidae,12934,open,47,22,0.468085106,NA,NA,NA,NA,NA,13,17.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
269,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,semi-open,Palm Tanager,Thraupis palmarum,Thraupis palmarum,Thraupis_palmarum,Thraupidae,12941,open,35,NA,NA,0.971014493,NA,NA,NA,Daily predation rate is estimated for nestling stage,14,18,2,Paper,HBW Alive,HBW Alive,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1681.384277,N,trop,tropical
270,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,semi-open,Thick-billed Euphonia,Euphonia laniirostris,Euphonia laniirostris,Euphonia_laniirostris,Thraupidae,12980,enclosed,35,NA,NA,0.970149254,NA,NA,NA,Daily predation rate is estimated for nestling stage,15,19.75,3.7,Paper,HBW Alive,Paper,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1681.384277,N,trop,tropical
271,Costa Rica,Monteverde,10.300703,-84.794862,1987-1990,semi-open,Yellow-throated Euphonia,Euphonia hirundinacea,Euphonia hirundinacea,Euphonia_hirundinacea,Thraupidae,12981,enclosed,41,16,0.39,0.972,NA,NA,NA,NA,16,17,4.4,Paper,HBW Alive,HBW Alive,NA,Sargent S. 1993. Nesting biology of the Yellow-throated Euphonia: large clutch size in a Neotropical frugivore. The Wilson Bulletin : 285-300.,1330.006958,N,trop,tropical
